BirthRate,Business Tax Rate,CO2 Emissions,Above Threshold?,GDP per Capita,Birth Rate Bin,LifeExpectancy,Ease of Business (clusters),Country,Days to Start Business,Ease of Business,Energy Usage,GDP per Capita (bin),GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,InfantMortalityRate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
1.00%,0.288,38757,Below Threshold,"$70,174 ",Below 1.5%,83,Very Friendly,Switzerland,18,,26199,"$65,632 ",$549B,10.90%,"$7,697 ",63,0.40%,84%,0.027,85,80,123%,1,15%,68%,0.169,7.8M,73.70%,Europe,$18B,$14B,12/1/2010
1.80%,0.433,298002,Below Threshold,"$10,136 ",1.5-3%,75,Friendly,Turkey,6,,105133,"$9,376 ",$731B,6.80%,$680 ,226,2.00%,40%,,78,71,86%,1,27%,66%,0.071,72.1M,70.70%,Europe,$26B,$6B,12/1/2010
1.10%,0.555,304805,Below Threshold,"$2,974 ",Below 1.5%,71,Moderate,Ukraine,27,,132308,$0 ,$136B,7.80%,$231 ,657,1.00%,23%,0.159,76,65,117%,1,14%,70%,0.158,45.9M,68.70%,Europe,$5B,$4B,12/1/2010
1.30%,0.361,493505,Below Threshold,"$36,573 ",Below 1.5%,81,Very Friendly,United Kingdom,12,,201829,"$32,816 ","$2,296B",9.60%,"$3,489 ",110,0.40%,85%,0.005,82,79,124%,1,18%,66%,0.166,62.8M,81.30%,Europe,$41B,$61B,12/1/2010
1.60%,0.135,24202,Below Threshold,"$20,546 ",1.5-3%,77,Very Friendly,Bahrain,9,,9472,"$18,752 ",$26B,4.30%,$747 ,36,0.70%,55%,0.072,77,76,125%,1,20%,78%,0.02,1.3M,88.50%,Middle East,$2B,$1B,12/1/2010
1.90%,0.441,571612,Below Threshold,"$5,675 ",1.5-3%,73,Low,"Iran, Islamic Rep.",11,,210678,"$4,688 ",$423B,7.30%,$416 ,344,1.60%,15%,0.12,75,71,73%,1,24%,71%,0.052,74.5M,70.60%,Middle East,$3B,$11B,12/1/2010
3.20%,0.278,114667,Below Threshold,"$4,613 ",Above 3%,69,Low,Iraq,32,,37845,$0 ,$143B,3.10%,$141 ,312,3.00%,3%,0.133,73,65,75%,1,41%,55%,0.034,31.0M,69.00%,Middle East,$2B,$2B,12/1/2010
2.20%,0.311,70656,Below Threshold,"$30,389 ",1.5-3%,82,Very Friendly,Israel,20,,23195,"$28,128 ",$232B,7.60%,"$2,165 ",235,0.40%,68%,0.05,84,80,123%,1,27%,62%,0.104,7.6M,91.80%,Middle East,$6B,$5B,12/1/2010
2.90%,0.312,20821,Below Threshold,"$4,371 ",1.5-3%,74,Moderate,Jordan,12,,7105,$0 ,$26B,8.50%,$361 ,136,1.80%,27%,0.09,75,72,103%,1,35%,62%,0.034,6.0M,82.50%,Middle East,$4B,$2B,12/1/2010
2.10%,0.107,93696,Below Threshold,"$40,091 ",1.5-3%,74,Moderate,Kuwait,35,,32586,"$37,504 ",$120B,2.80%,"$1,116 ",98,0.90%,61%,0.049,75,73,133%,1,25%,73%,0.021,3.0M,98.30%,Middle East,$1B,$7B,12/1/2010
1.30%,0.302,20403,Below Threshold,"$8,756 ",Below 1.5%,79,Moderate,Lebanon,9,,6382,"$4,688 ",$38B,7.20%,$620 ,180,0.90%,44%,0.083,81,77,66%,1,24%,68%,0.084,4.3M,87.20%,Middle East,$8B,$5B,12/1/2010
2.20%,0.216,57202,Below Threshold,"$20,984 ",1.5-3%,76,Very Friendly,Oman,12,,23158,"$18,752 ",$59B,2.80%,$582 ,62,1.00%,36%,0.068,78,74,164%,1,27%,70%,0.025,2.8M,75.20%,Middle East,$1B,$2B,12/1/2010
1.20%,0.113,70531,Below Threshold,"$71,510 ",Below 1.5%,78,Very Friendly,Qatar,10,,28973,"$70,320 ",$125B,2.10%,"$1,496 ",36,0.80%,69%,0.073,79,77,125%,1,14%,85%,0.011,1.7M,98.70%,Middle East,,,12/1/2010
2.10%,0.145,464481,Below Threshold,"$19,327 ",1.5-3%,75,Very Friendly,Saudi Arabia,21,,192004,"$18,752 ",$527B,4.00%,$663 ,79,1.50%,41%,,77,73,189%,1,31%,66%,0.03,27.3M,82.10%,Middle East,$8B,$22B,12/1/2010
2.50%,0.397,61859,Below Threshold,,1.5-3%,75,Low,Syrian Arab Republic,13,,21649,,,3.40%,$97 ,336,1.30%,21%,0.099,78,72,54%,1,36%,61%,0.037,21.5M,55.70%,Middle East,$6B,$2B,12/1/2010
1.60%,0.141,167597,Below Threshold,"$34,049 ",1.5-3%,77,Very Friendly,United Arab Emirates,15,,63099,"$32,816 ",$287B,3.20%,"$1,283 ",12,0.80%,68%,,78,76,129%,1,14%,86%,0.003,8.4M,84.10%,Middle East,$9B,$12B,12/1/2010
3.20%,0.478,21852,Below Threshold,"$1,395 ",Above 3%,63,Moderate,"Yemen, Rep.",12,,8360,$0 ,$32B,5.10%,$66 ,248,4.60%,12%,0.238,64,61,49%,1,42%,55%,0.027,22.8M,31.70%,Middle East,$1B,$0B,12/1/2010
1.90%,,,Below Threshold,,1.5-3%,,Not Clustered,American Samoa,,,,,,,,,,,,,,,1,,,,0.1M,87.60%,Oceania,,,12/1/2010
1.40%,0.475,373081,Below Threshold,"$51,825 ",Below 1.5%,82,Very Friendly,Australia,3,,122512,"$51,568 ","$1,142B",8.90%,"$5,138 ",109,0.40%,76%,0.073,84,80,100%,1,19%,68%,0.134,22.0M,88.70%,Oceania,$32B,$28B,12/1/2010
2.20%,0.393,1291,Below Threshold,"$3,748 ",1.5-3%,69,Friendly,Fiji,46,,,$0 ,$3B,4.20%,$154 ,163,2.00%,20%,0.075,72,66,81%,1,29%,66%,0.048,0.9M,51.80%,Oceania,$1B,$0B,12/1/2010
1.70%,,884,Below Threshold,,1.5-3%,76,Not Clustered,French Polynesia,,,,,,,,,,49%,,78,73,81%,1,24%,70%,0.068,0.3M,56.50%,Oceania,$0B,$0B,12/1/2010
1.80%,,,Below Threshold,,1.5-3%,78,Not Clustered,Guam,,,,,,,,,,54%,,81,75,,1,28%,65%,0.073,0.2M,94.10%,Oceania,,,12/1/2010
2.30%,0.318,62,Below Threshold,"$1,539 ",1.5-3%,68,Moderate,Kiribati,31,,,$0 ,$0B,11.20%,$162 ,120,4.80%,9%,,71,65,11%,1,34%,63%,0.039,0.1M,43.80%,Oceania,,,12/1/2010
,0.648,103,Above Threshold,"$3,113 ",Above 3%,,Moderate,Marshall Islands,17,,,$0 ,$0B,16.00%,$542 ,128,3.20%,7%,,,,,1,,,,0.1M,71.30%,Oceania,$0B,,12/1/2010
2.40%,0.587,103,Below Threshold,"$2,838 ",1.5-3%,69,Low,"Micronesia, Fed. Sts.",16,,,$0 ,$0B,13.80%,$393 ,128,3.30%,20%,0.151,69,68,27%,1,37%,59%,0.038,0.1M,22.30%,Oceania,$0B,$0B,12/1/2010
1.70%,,3920,Below Threshold,,1.5-3%,76,Not Clustered,New Caledonia,,,,,,,,,,42%,,79,73,90%,1,24%,67%,0.095,0.3M,67.30%,Oceania,$0B,$0B,12/1/2010
1.50%,0.347,31551,Below Threshold,"$32,846 ",1.5-3%,81,Very Friendly,New Zealand,1,,18287,"$32,816 ",$143B,10.20%,"$3,260 ",172,0.50%,81%,0.063,83,79,108%,1,21%,67%,0.13,4.4M,86.20%,Oceania,$5B,$3B,12/1/2010
3.00%,0.421,3135,Below Threshold,"$1,382 ",Above 3%,62,Moderate,Papua New Guinea,51,,,$0 ,$9B,4.10%,$57 ,194,5.10%,1%,0.104,64,60,28%,1,39%,58%,0.028,6.9M,13.00%,Oceania,$0B,$0B,12/1/2010
2.80%,0.189,161,Below Threshold,"$3,080 ",1.5-3%,73,Friendly,Samoa,9,,,$0 ,$1B,6.40%,$201 ,224,1.60%,7%,0.107,76,69,,1,38%,57%,0.051,0.2M,20.10%,Oceania,$0B,$0B,12/1/2010
3.30%,0.262,202,Below Threshold,"$1,295 ",Above 3%,67,Friendly,Solomon Islands,56,,,$0 ,$1B,7.40%,$95 ,80,2.70%,5%,0.144,68,66,22%,1,41%,56%,0.033,0.5M,20.00%,Oceania,$0B,$0B,12/1/2010
2.70%,0.254,158,Below Threshold,"$3,547 ",1.5-3%,72,Friendly,Tonga,25,,,$0 ,$0B,4.80%,$172 ,164,1.20%,16%,0.115,75,69,52%,1,38%,57%,0.059,0.1M,23.40%,Oceania,,,12/1/2010
2.70%,0.084,117,Below Threshold,"$2,966 ",1.5-3%,71,Friendly,Vanuatu,47,,,$0 ,$1B,4.70%,$139 ,120,1.60%,8%,0.055,73,69,72%,1,38%,58%,0.039,0.2M,24.60%,Oceania,$0B,$0B,12/1/2010
1.70%,0.41,513,Below Threshold,"$13,017 ",1.5-3%,76,Friendly,Antigua and Barbuda,21,,,"$9,376 ",$1B,5.70%,$736 ,207,0.90%,47%,0.11,78,73,193%,1,26%,67%,0.072,0.1M,26.20%,The Americas,$0B,$0B,12/1/2010
1.70%,1.076,180512,Below Threshold,"$11,460 ",1.5-3%,76,Moderate,Argentina,25,,78162,"$9,376 ",$463B,8.20%,$751 ,453,1.30%,45%,0.106,79,72,141%,1,25%,65%,0.106,40.4M,91.00%,The Americas,$6B,$6B,12/1/2010
1.10%,,2321,Below Threshold,"$24,289 ",Below 1.5%,75,Not Clustered,Aruba,,,,"$23,440 ",$2B,,,,,62%,0.107,77,73,130%,1,21%,69%,0.103,0.1M,43.10%,The Americas,$1B,$0B,12/1/2010
1.60%,0.449,2464,Below Threshold,"$21,881 ",1.5-3%,75,Friendly,"Bahamas, The",24,,,"$18,752 ",$8B,7.40%,"$1,626 ",58,1.10%,43%,0.055,78,72,119%,1,23%,71%,0.07,0.4M,82.50%,The Americas,$2B,$0B,12/1/2010
1.30%,,1503,Below Threshold,"$15,812 ",Below 1.5%,75,Friendly,Barbados,,,,"$14,064 ",$4B,6.70%,$978 ,,1.40%,68%,0.087,77,72,125%,1,19%,70%,0.104,0.3M,32.10%,The Americas,$1B,$0B,12/1/2010
2.40%,0.332,422,Below Threshold,"$4,532 ",1.5-3%,73,Moderate,Belize,44,,,$0 ,$1B,5.80%,$265 ,147,1.60%,14%,0.139,76,70,63%,1,36%,61%,0.039,0.3M,45.00%,The Americas,$0B,$0B,12/1/2010
1.20%,,477,Below Threshold,"$88,207 ",Below 1.5%,80,Not Clustered,Bermuda,,,,"$84,384 ",$6B,,,,,84%,,82,77,136%,1,,,,0.1M,100.00%,The Americas,$0B,$0B,12/1/2010
2.60%,0.8,15456,Below Threshold,"$1,935 ",1.5-3%,67,Low,Bolivia,49,,7341,$0 ,$20B,5.50%,$106 ,"1,080",3.50%,22%,0.099,69,64,71%,1,36%,59%,0.047,10.2M,66.40%,The Americas,$0B,$0B,12/1/2010
1.60%,0.663,419754,Below Threshold,"$10,978 ",1.5-3%,74,Moderate,Brazil,119,,265887,"$9,376 ","$2,143B",9.00%,$989 ,"2,600",1.50%,41%,0.4,77,70,101%,1,26%,68%,0.069,195.2M,84.30%,The Americas,$6B,$19B,12/1/2010
1.10%,0.277,499137,Below Threshold,"$47,465 ",Below 1.5%,81,Very Friendly,Canada,5,,250992,"$46,880 ","$1,614B",11.40%,"$5,273 ",131,0.50%,80%,0.026,83,79,76%,1,17%,69%,0.142,34.0M,80.90%,The Americas,$18B,$37B,12/1/2010
1.50%,,590,Below Threshold,,1.5-3%,,Not Clustered,Cayman Islands,,,,,,,,,,66%,,,,181%,1,,,,0.1M,100.00%,The Americas,$0B,$0B,12/1/2010
1.40%,0.245,72258,Below Threshold,"$12,682 ",Below 1.5%,79,Very Friendly,Chile,22,,30920,"$9,376 ",$218B,7.10%,$894 ,316,0.80%,45%,0.048,82,76,116%,1,22%,69%,0.092,17.2M,88.60%,The Americas,$2B,$2B,12/1/2010
2.00%,0.803,75680,Below Threshold,"$6,180 ",1.5-3%,74,Very Friendly,Colombia,14,,32235,"$4,688 ",$287B,6.80%,$418 ,208,1.60%,37%,0.094,77,70,96%,1,29%,66%,0.056,46.4M,75.00%,The Americas,$3B,$2B,12/1/2010
1.60%,0.553,7770,Below Threshold,"$7,773 ",1.5-3%,80,Moderate,Costa Rica,60,,4646,"$4,688 ",$36B,9.70%,$750 ,272,0.90%,37%,0.171,82,77,67%,1,25%,69%,0.065,4.7M,71.70%,The Americas,$2B,$1B,12/1/2010
1.00%,,38364,Below Threshold,"$5,702 ",Below 1.5%,79,Not Clustered,Cuba,,,11308,"$4,688 ",$64B,10.60%,$583 ,,0.50%,16%,,81,77,9%,1,17%,70%,0.124,11.3M,76.60%,The Americas,$2B,,12/1/2010
1.40%,,,Below Threshold,,Below 1.5%,,Not Clustered,Curacao,,,,,,,,,,,,,,138%,1,20%,67%,0.132,0.1M,89.90%,The Americas,$0B,$0B,12/1/2010
1.30%,0.37,136,Below Threshold,"$6,677 ",Below 1.5%,,Friendly,Dominica,13,,,"$4,688 ",$0B,6.00%,$400 ,117,1.10%,48%,0.095,,,148%,1,,,,0.1M,68.10%,The Americas,$0B,$0B,12/1/2010
2.20%,0.401,20964,Below Threshold,"$5,089 ",1.5-3%,73,Moderate,Dominican Republic,19,,7178,"$4,688 ",$51B,5.50%,$278 ,324,2.60%,31%,0.121,76,70,89%,1,31%,63%,0.06,10.0M,73.80%,The Americas,$4B,$1B,12/1/2010
2.20%,0.353,32636,Below Threshold,"$4,501 ",1.5-3%,76,Moderate,Ecuador,56,,12428,$0 ,$68B,7.20%,$335 ,654,2.10%,29%,,79,73,99%,1,31%,63%,0.062,15.0M,62.70%,The Americas,$1B,$1B,12/1/2010
2.00%,0.348,6249,Below Threshold,"$3,444 ",1.5-3%,72,Moderate,El Salvador,17,,4210,$0 ,$21B,6.90%,$238 ,320,1.50%,16%,,76,67,124%,1,32%,61%,0.069,6.2M,64.30%,The Americas,$1B,$0B,12/1/2010
1.50%,,634,Below Threshold,,1.5-3%,71,Not Clustered,Greenland,,,,,,,,,,63%,,73,69,101%,1,,,,0.1M,84.40%,The Americas,,,12/1/2010
1.90%,0.453,260,Below Threshold,"$7,367 ",1.5-3%,73,Moderate,Grenada,15,,,"$4,688 ",$1B,6.00%,$438 ,140,1.20%,27%,0.106,75,70,117%,1,28%,65%,0.072,0.1M,35.70%,The Americas,$0B,$0B,12/1/2010
3.20%,0.409,11118,Below Threshold,"$2,882 ",Above 3%,72,Friendly,Guatemala,37,,10251,$0 ,$41B,6.90%,$198 ,344,2.80%,11%,0.133,75,68,126%,1,42%,54%,0.044,14.3M,49.30%,The Americas,$1B,$1B,12/1/2010
2.20%,0.388,1701,Below Threshold,"$2,874 ",1.5-3%,66,Moderate,Guyana,24,,,$0 ,$2B,6.60%,$188 ,288,3.20%,30%,0.145,68,63,71%,1,38%,59%,0.033,0.8M,28.20%,The Americas,$0B,$0B,12/1/2010
2.70%,0.404,2120,Below Threshold,$669 ,1.5-3%,62,Low,Haiti,105,,2409,$0 ,$7B,6.70%,$45 ,184,7.30%,8%,0.175,64,60,40%,1,36%,59%,0.045,9.9M,52.00%,The Americas,$0B,$0B,12/1/2010
2.70%,0.441,8108,Below Threshold,"$2,078 ",1.5-3%,73,Moderate,Honduras,14,,4567,$0 ,$16B,8.70%,$176 ,224,2.10%,11%,0.189,75,70,125%,1,37%,59%,0.043,7.6M,51.70%,The Americas,$1B,$0B,12/1/2010
1.50%,0.487,7158,Below Threshold,"$4,917 ",1.5-3%,73,Friendly,Jamaica,8,,2830,"$4,688 ",$13B,5.30%,$255 ,414,1.60%,28%,0.205,76,70,116%,1,29%,63%,0.078,2.7M,53.70%,The Americas,$2B,$0B,12/1/2010
2.00%,0.505,443674,Below Threshold,"$8,921 ",1.5-3%,77,Very Friendly,Mexico,7,,178924,"$4,688 ","$1,052B",6.30%,$603 ,404,1.40%,31%,0.053,79,74,78%,1,30%,64%,0.06,117.9M,77.80%,The Americas,$13B,$9B,12/1/2010
2.40%,0.632,4547,Below Threshold,"$1,535 ",1.5-3%,74,Moderate,Nicaragua,39,,2951,$0 ,$9B,7.60%,$112 ,222,2.20%,10%,0.133,77,71,68%,1,35%,61%,0.046,5.8M,57.30%,The Americas,$0B,$0B,12/1/2010
2.00%,0.438,9633,Below Threshold,"$7,834 ",1.5-3%,77,Friendly,Panama,9,,3710,"$4,688 ",$29B,8.50%,$627 ,482,1.70%,40%,0.077,80,74,181%,1,29%,64%,0.068,3.7M,65.10%,The Americas,$3B,$1B,12/1/2010
2.40%,0.35,5075,Below Threshold,"$3,101 ",1.5-3%,72,Moderate,Paraguay,35,,4789,$0 ,$20B,8.70%,$271 ,311,2.10%,20%,0.26,74,70,92%,1,34%,61%,0.052,6.5M,58.50%,The Americas,$0B,$0B,12/1/2010
2.10%,0.371,57579,Below Threshold,"$5,075 ",1.5-3%,74,Very Friendly,Peru,26,,19207,"$4,688 ",$149B,4.90%,$257 ,380,1.50%,35%,0.19,77,71,100%,1,30%,64%,0.06,29.3M,76.90%,The Americas,$2B,$2B,12/1/2010
1.10%,0.636,,Below Threshold,"$26,438 ",Below 1.5%,78,Very Friendly,Puerto Rico,7,,,"$23,440 ",$98B,,,218,,45%,,82,74,79%,1,21%,67%,0.13,3.7M,93.80%,The Americas,$3B,$1B,12/1/2010
,,,Below Threshold,,Above 3%,,Not Clustered,Sint Maarten (Dutch part),,,,,,,,,,,,,,,1,,,,0.0M,100.00%,The Americas,$1B,$0B,12/1/2010
,0.525,249,Below Threshold,"$13,222 ",Above 3%,,Friendly,St. Kitts and Nevis,19,,,"$9,376 ",$1B,5.40%,$739 ,155,0.90%,76%,0.086,,,153%,1,,,,0.1M,31.80%,The Americas,$0B,$0B,12/1/2010
1.60%,0.34,403,Below Threshold,"$7,059 ",1.5-3%,75,Friendly,St. Lucia,14,,,"$4,688 ",$1B,7.80%,$525 ,92,1.40%,43%,0.106,77,72,112%,1,25%,66%,0.085,0.2M,18.50%,The Americas,$0B,$0B,12/1/2010
1.70%,,,Below Threshold,,1.5-3%,79,Not Clustered,St. Martin (French part),,,,,,,,,,,,82,76,,1,,,,0.0M,,The Americas,,,12/1/2010
1.70%,0.387,209,Below Threshold,"$6,234 ",1.5-3%,72,Friendly,St. Vincent and the Grenadines,10,,,"$4,688 ",$1B,4.70%,$293 ,111,1.90%,39%,0.092,74,70,121%,1,27%,67%,0.067,0.1M,48.80%,The Americas,$0B,$0B,12/1/2010
1.80%,0.279,2384,Below Threshold,"$8,321 ",1.5-3%,71,Low,Suriname,694,,,"$4,688 ",$4B,5.80%,$483 ,199,2.20%,32%,0.116,74,67,99%,1,29%,65%,0.064,0.5M,66.30%,The Americas,$0B,$0B,12/1/2010
1.50%,0.331,50682,Below Threshold,"$15,630 ",1.5-3%,70,Friendly,Trinidad and Tobago,41,,21370,"$14,064 ",$21B,5.20%,$805 ,210,2.10%,49%,0.093,73,66,143%,1,21%,71%,0.083,1.3M,9.10%,The Americas,$1B,$0B,12/1/2010
,,161,Below Threshold,,Above 3%,,Not Clustered,Turks and Caicos Islands,,,,,,,,,,,,,,,1,,,,0.0M,90.20%,The Americas,,,12/1/2010
1.30%,0.465,5433057,Above Threshold,"$48,358 ",Below 1.5%,79,Very Friendly,United States,5,,2215504,"$46,880 ","$14,958B",17.70%,"$8,254 ",187,0.60%,72%,0.033,81,76,91%,1,20%,67%,0.131,309.3M,80.80%,The Americas,$165B,$110B,12/1/2010
1.50%,0.419,6645,Below Threshold,"$11,531 ",1.5-3%,77,Friendly,Uruguay,65,,4174,"$9,376 ",$39B,8.70%,$998 ,336,1.10%,46%,0.103,80,73,132%,1,23%,64%,0.139,3.4M,94.40%,The Americas,$2B,$1B,12/1/2010
2.10%,0.519,201747,Below Threshold,"$13,559 ",1.5-3%,74,Low,"Venezuela, RB",141,,75502,"$9,376 ",$394B,4.70%,$639 ,864,1.40%,37%,0.183,77,71,96%,1,30%,65%,0.056,29.0M,88.80%,The Americas,$1B,$2B,12/1/2010
1.10%,,,Below Threshold,,Below 1.5%,79,Not Clustered,Virgin Islands (U.S.),,,,,,,,,,31%,,82,76,,1,21%,66%,0.137,0.1M,94.60%,The Americas,$1B,,12/1/2010
2.50%,0.72,,Below Threshold,"$5,272 ",1.5-3%,71,Low,Algeria,25,,41852,"$4,688 ",$199B,4.40%,$233 ,451,2.30%,14%,0.08,72,69,94%,1,27%,68%,0.047,37.8M,68.20%,Africa,$0B,$1B,12/1/2011
4.60%,0.521,,Below Threshold,"$5,159 ",Above 3%,52,Low,Angola,66,,13576,"$4,688 ",$104B,3.40%,$178 ,282,10.70%,15%,0.188,53,50,53%,1,48%,50%,0.024,20.2M,40.90%,Africa,$1B,$0B,12/1/2011
3.70%,0.659,,Below Threshold,$746 ,Above 3%,59,Low,Benin,29,,3761,$0 ,$7B,4.50%,$34 ,270,6.00%,4%,,60,58,79%,1,43%,54%,0.029,9.8M,42.30%,Africa,$0B,,12/1/2011
2.40%,0.195,,Below Threshold,"$7,697 ",1.5-3%,47,Friendly,Botswana,60,,2215,"$4,688 ",$15B,5.20%,$404 ,152,3.90%,8%,0.11,46,47,146%,1,34%,63%,0.035,2.0M,56.50%,Africa,$0B,$0B,12/1/2011
4.20%,0.435,,Below Threshold,$650 ,Above 3%,56,Low,Burkina Faso,13,,,$0 ,$10B,6.40%,$39 ,270,6.80%,3%,,56,55,48%,1,46%,52%,0.025,16.0M,26.50%,Africa,,,12/1/2011
4.50%,0.516,,Below Threshold,$247 ,Above 3%,53,Low,Burundi,13,,,$0 ,$2B,9.00%,$21 ,274,5.90%,1%,0.132,55,51,20%,1,44%,54%,0.025,9.5M,10.90%,Africa,$0B,$0B,12/1/2011
3.80%,0.488,,Below Threshold,"$1,205 ",Above 3%,54,Low,Cameroon,15,,6720,$0 ,$25B,5.40%,$64 ,654,6.40%,5%,,55,53,50%,1,43%,54%,0.032,21.2M,52.10%,Africa,$0B,$1B,12/1/2011
3.50%,0.546,,Below Threshold,$495 ,Above 3%,49,Low,Central African Republic,22,,,$0 ,$2B,3.90%,$19 ,504,10.00%,2%,,51,47,22%,1,40%,56%,0.039,4.4M,39.00%,Africa,,,12/1/2011
4.70%,0.758,,Below Threshold,"$1,006 ",Above 3%,50,Low,Chad,55,,,$0 ,$12B,2.80%,$25 ,732,9.20%,2%,,51,49,30%,1,49%,49%,0.025,12.1M,22.00%,Africa,,,12/1/2011
3.60%,2.179,,Below Threshold,$872 ,Above 3%,61,Low,Comoros,22,,,$0 ,$1B,3.60%,$31 ,100,6.10%,6%,0.105,62,59,31%,1,42%,55%,0.029,0.7M,28.00%,Africa,$0B,$0B,12/1/2011
4.40%,3.391,,Below Threshold,$373 ,Above 3%,50,Low,"Congo, Dem. Rep.",65,,24497,$0 ,$24B,6.10%,$15 ,336,9.00%,1%,0.438,51,48,25%,1,45%,52%,0.028,63.9M,40.40%,Africa,$0B,$0B,12/1/2011
3.80%,0.653,,Below Threshold,"$3,414 ",Above 3%,58,Low,"Congo, Rep.",161,,1659,$0 ,$14B,2.50%,$85 ,606,3.90%,6%,,59,56,92%,1,42%,54%,0.034,4.2M,63.70%,Africa,,,12/1/2011
3.70%,0.44,,Below Threshold,"$1,242 ",Above 3%,50,Low,Cote d'Ivoire,32,,11233,$0 ,$24B,6.80%,$84 ,270,7.50%,2%,,51,49,89%,1,42%,55%,0.031,19.4M,51.30%,Africa,,,12/1/2011
2.80%,0.378,,Below Threshold,"$1,464 ",1.5-3%,61,Low,Djibouti,37,,,$0 ,$1B,8.70%,$119 ,82,6.10%,7%,0.106,62,59,23%,1,34%,62%,0.038,0.8M,77.10%,Africa,$0B,$0B,12/1/2011
2.40%,0.436,,Below Threshold,"$2,973 ",1.5-3%,71,Moderate,"Egypt, Arab Rep.",8,,77649,$0 ,$236B,4.90%,$137 ,433,1.90%,40%,0.11,73,68,105%,1,31%,63%,0.056,79.4M,43.00%,Africa,$9B,$3B,12/1/2011
3.60%,0.441,,Below Threshold,"$21,950 ",Above 3%,53,Low,Equatorial Guinea,135,,,"$18,752 ",$16B,4.50%,"$1,051 ",492,7.30%,12%,,54,51,67%,1,39%,58%,0.029,0.7M,39.30%,Africa,,,12/1/2011
3.80%,0.845,,Below Threshold,$440 ,Above 3%,62,Low,Eritrea,84,,765,$0 ,$3B,2.70%,$12 ,216,3.80%,1%,,64,59,4%,1,43%,55%,0.022,5.9M,21.00%,Africa,,,12/1/2011
3.40%,0.303,,Below Threshold,$351 ,Above 3%,63,Moderate,Ethiopia,15,,34064,$0 ,$31B,4.10%,$14 ,198,4.80%,1%,,64,61,16%,1,44%,53%,0.033,89.4M,17.70%,Africa,$2B,$0B,12/1/2011
3.20%,0.435,,Below Threshold,"$11,792 ",Above 3%,63,Low,Gabon,57,,1997,"$9,376 ",$19B,3.40%,$401 ,488,4.20%,8%,,64,62,149%,1,39%,56%,0.053,1.6M,86.00%,Africa,,,12/1/2011
4.30%,2.832,,Below Threshold,$518 ,Above 3%,59,Low,"Gambia, The",27,,,$0 ,$1B,4.70%,$24 ,376,5.10%,11%,0.28,60,57,81%,1,46%,52%,0.025,1.7M,57.00%,Africa,$0B,$0B,12/1/2011
3.20%,0.334,,Below Threshold,"$1,594 ",Above 3%,61,Friendly,Ghana,12,,10550,$0 ,$40B,5.30%,$83 ,224,5.40%,14%,,62,60,85%,1,39%,58%,0.035,24.8M,51.40%,Africa,$1B,$1B,12/1/2011
3.80%,0.912,,Below Threshold,$454 ,Above 3%,56,Low,Guinea,40,,,$0 ,$5B,6.00%,$27 ,416,6.90%,1%,,56,55,44%,1,43%,54%,0.031,11.2M,35.30%,Africa,$0B,$0B,12/1/2011
3.80%,0.459,,Below Threshold,$596 ,Above 3%,54,Low,Guinea-Bissau,9,,,$0 ,$1B,6.30%,$35 ,208,8.20%,3%,,55,52,45%,1,42%,55%,0.029,1.6M,46.10%,Africa,,,12/1/2011
3.60%,0.493,,Below Threshold,$816 ,Above 3%,61,Moderate,Kenya,33,,20179,$0 ,$34B,4.40%,$35 ,393,5.00%,28%,0.15,62,59,67%,1,43%,55%,0.026,42.0M,24.00%,Africa,$2B,$0B,12/1/2011
2.80%,0.16,,Below Threshold,"$1,226 ",1.5-3%,48,Moderate,Lesotho,40,,,$0 ,$2B,11.70%,$146 ,324,7.30%,4%,0.104,48,48,61%,1,37%,59%,0.042,2.0M,25.30%,Africa,$0B,$0B,12/1/2011
3.70%,0.429,,Above Threshold,$377 ,Above 3%,60,Low,Liberia,6,,,$0 ,$2B,15.60%,$59 ,158,5.80%,3%,0.138,61,59,50%,1,43%,54%,0.031,4.1M,48.20%,Africa,$0B,$0B,12/1/2011
2.20%,,,Below Threshold,"$5,685 ",1.5-3%,75,Low,Libya,,,13342,"$4,688 ",$35B,3.90%,$211 ,,1.40%,14%,0.06,77,73,164%,1,29%,66%,0.046,6.1M,77.80%,Africa,,,12/1/2011
3.50%,0.371,,Below Threshold,$455 ,Above 3%,64,Moderate,Madagascar,8,,,$0 ,$10B,4.10%,$19 ,201,4.20%,2%,0.525,65,62,40%,1,43%,54%,0.028,21.7M,32.60%,Africa,,,12/1/2011
4.00%,0.29,,Below Threshold,$364 ,Above 3%,54,Low,Malawi,39,,,$0 ,$6B,8.30%,$30 ,157,4.90%,3%,0.238,54,54,26%,1,46%,51%,0.031,15.5M,15.70%,Africa,$0B,$0B,12/1/2011
4.80%,0.511,,Below Threshold,$739 ,Above 3%,54,Low,Mali,8,,,$0 ,$11B,6.80%,$51 ,270,8.10%,2%,,54,54,75%,1,47%,50%,0.029,14.4M,36.80%,Africa,$0B,$0B,12/1/2011
